PC1,PC2,KMeans_Cluster,Hierarchical_Cluster,KMeans_Playlist,Hierarchical_Playlist
-2.299582890078374,1.4311215619221882,4,1,Moderate Energy and Positive,Low Energy Tracks
-0.5889226113613129,1.9415344256056861,4,3,Moderate Energy and Positive,High Energy and Positive
0.30961962111979663,2.3233826542584004,4,3,Moderate Energy and Positive,High Energy and Positive
-1.3268289807028317,1.7589688839817432,4,3,Moderate Energy and Positive,High Energy and Positive
1.0238149025758123,1.4369303311105024,1,3,High Energy and Positive,High Energy and Positive
-1.375091513716023,1.120836278190064,4,3,Moderate Energy and Positive,High Energy and Positive
-0.09951194815023273,2.0240919452353285,4,3,Moderate Energy and Positive,High Energy and Positive
-0.889653438482324,1.557023883616814,4,3,Moderate Energy and Positive,High Energy and Positive
-0.32123852594057073,0.966979658833855,4,3,Moderate Energy and Positive,High Energy and Positive
0.12184074349615413,2.5853478447086493,4,3,Moderate Energy and Positive,High Energy and Positive
-1.3566615586558828,0.7004847311276279,4,3,Moderate Energy and Positive,High Energy and Positive
-0.5889616571942798,2.6634368402287967,4,3,Moderate Energy and Positive,High Energy and Positive
-2.018027177185156,2.12852688442782,4,1,Moderate Energy and Positive,Low Energy Tracks
-1.3256556513645565,2.1177698639186997,4,3,Moderate Energy and Positive,High Energy and Positive
-1.1068246834759903,1.5963244207485456,4,3,Moderate Energy and Positive,High Energy and Positive
1.0153760811572499,1.0795955855371788,2,4,High Energy and Mellow,High Energy and Mellow
-1.4545998303019023,1.020373150417115,2,4,High Energy and Mellow,High Energy and Mellow
-0.3333406822966298,1.2223232553146215,2,4,High Energy and Mellow,High Energy and Mellow
-2.1300248215886026,1.5339133887833238,4,1,Moderate Energy and Positive,Low Energy Tracks
-1.0516396481493717,1.2204092533713773,2,4,High Energy and Mellow,High Energy and Mellow
-1.5546086893979874,1.5559902823967164,2,4,High Energy and Mellow,High Energy and Mellow
-0.30808243851200007,1.1697033298290254,4,3,Moderate Energy and Positive,High Energy and Positive
0.5656729131162833,1.5583769901123032,1,3,High Energy and Positive,High Energy and Positive
-0.762977713245907,2.409811979927623,4,3,Moderate Energy and Positive,High Energy and Positive
-1.4420408372821896,1.0295465519664122,4,3,Moderate Energy and Positive,High Energy and Positive
-1.7333730244258205,1.8515312340965353,4,3,Moderate Energy and Positive,High Energy and Positive
-0.8853124553098461,0.7456128976181935,4,3,Moderate Energy and Positive,High Energy and Positive
-2.051812246172415,1.4702914548748676,4,1,Moderate Energy and Positive,Low Energy Tracks
0.6171708761313954,1.8097199712618781,1,3,High Energy and Positive,High Energy and Positive
-0.30083680446147804,2.1588443131678963,4,3,Moderate Energy and Positive,High Energy and Positive
-1.606299803935884,1.9257325704992654,4,3,Moderate Energy and Positive,High Energy and Positive
-0.5568494493779579,2.3326824946917712,4,3,Moderate Energy and Positive,High Energy and Positive
0.7257182574154301,0.09960257427627027,2,3,High Energy and Mellow,High Energy and Positive
-0.8740462562718208,1.8247851099134793,4,3,Moderate Energy and Positive,High Energy and Positive
0.057231483871151234,0.8545699930901036,2,4,High Energy and Mellow,High Energy and Mellow
-0.2780775910484032,1.741727106132801,4,3,Moderate Energy and Positive,High Energy and Positive
0.015496558826137024,1.6313433751507262,4,3,Moderate Energy and Positive,High Energy and Positive
0.4391337283128639,1.8038598805072354,4,3,Moderate Energy and Positive,High Energy and Positive
-0.0812117969810938,2.1671432617752715,4,3,Moderate Energy and Positive,High Energy and Positive
0.7204022674642016,1.1873931182308501,1,3,High Energy and Positive,High Energy and Positive
1.697911100468747,0.9160259546922916,1,3,High Energy and Positive,High Energy and Positive
1.226987296178143,1.5521731355376236,1,3,High Energy and Positive,High Energy and Positive
-1.5793505303707518,2.1608667228368947,4,3,Moderate Energy and Positive,High Energy and Positive
1.0238149025758123,1.4369303311105024,1,3,High Energy and Positive,High Energy and Positive
-1.434373391206854,1.686829851739968,4,3,Moderate Energy and Positive,High Energy and Positive
-0.7289958411894277,2.2710912237721215,4,3,Moderate Energy and Positive,High Energy and Positive
-1.7645609493313454,1.8759709526368202,4,3,Moderate Energy and Positive,High Energy and Positive
0.6999279983868668,1.2434007700873135,1,3,High Energy and Positive,High Energy and Positive
-0.6942199733480988,2.808823491022712,4,3,Moderate Energy and Positive,High Energy and Positive
-0.5421950191255936,1.4474243258799107,4,3,Moderate Energy and Positive,High Energy and Positive
-3.8253763454408634,0.6443723675371794,0,1,Low Energy Tracks,Low Energy Tracks
-1.6200511040968932,1.4088765184431071,4,3,Moderate Energy and Positive,High Energy and Positive
-1.6303367441170098,1.645984928142666,4,3,Moderate Energy and Positive,High Energy and Positive
0.5703770675253204,1.4898040054462205,1,3,High Energy and Positive,High Energy and Positive
-1.9153725152518655,1.9091569835671127,4,1,Moderate Energy and Positive,Low Energy Tracks
-0.827377555996825,2.7389140720907537,4,3,Moderate Energy and Positive,High Energy and Positive
-0.04840421559391069,2.0547127977832025,4,3,Moderate Energy and Positive,High Energy and Positive
0.4643719263592631,2.617575371439239,4,3,Moderate Energy and Positive,High Energy and Positive
0.543168361865782,1.4104825575830797,1,5,High Energy and Positive,Very High Energy and Positive
-1.0831427749164593,2.4308104842754528,4,3,Moderate Energy and Positive,High Energy and Positive
0.6411121740138134,2.43071211314596,1,3,High Energy and Positive,High Energy and Positive
0.4904963843333118,1.9076566996387168,4,3,Moderate Energy and Positive,High Energy and Positive
0.5339606130809416,1.2638533497193143,4,3,Moderate Energy and Positive,High Energy and Positive
-0.6977236777480641,1.8806904072277137,4,3,Moderate Energy and Positive,High Energy and Positive
0.7841205033117506,2.107439585612456,1,3,High Energy and Positive,High Energy and Positive
1.1722416936765176,-0.05103010859895165,2,4,High Energy and Mellow,High Energy and Mellow
-0.04629121491180402,1.9732666423486922,4,3,Moderate Energy and Positive,High Energy and Positive
-0.09623738498025987,1.910955222355292,4,3,Moderate Energy and Positive,High Energy and Positive
0.6984148025298285,2.2952317892661003,1,3,High Energy and Positive,High Energy and Positive
-1.2842039407151655,0.08866365796824441,4,4,Moderate Energy and Positive,High Energy and Mellow
0.5750376991088287,-0.11516909402675125,2,4,High Energy and Mellow,High Energy and Mellow
-1.5390719807535935,1.3747681497756874,2,4,High Energy and Mellow,High Energy and Mellow
0.5137191039535558,2.412954120386723,1,3,High Energy and Positive,High Energy and Positive
1.0662391776032931,0.6824188691250814,2,4,High Energy and Mellow,High Energy and Mellow
-0.560054646772595,0.5576688199579996,1,3,High Energy and Positive,High Energy and Positive
0.4852069767846123,1.0078946198454577,1,3,High Energy and Positive,High Energy and Positive
0.47978098474487096,2.0936340351453655,1,3,High Energy and Positive,High Energy and Positive
0.7320472880823825,1.5407486594728894,1,3,High Energy and Positive,High Energy and Positive
-0.2956834325126569,1.2229259229619698,4,3,Moderate Energy and Positive,High Energy and Positive
-0.2436933795404505,1.450205946150935,4,3,Moderate Energy and Positive,High Energy and Positive
-0.30808243851200007,1.1697033298290254,4,3,Moderate Energy and Positive,High Energy and Positive
-1.3146126091765078,0.508361839866099,4,3,Moderate Energy and Positive,High Energy and Positive
-0.028510939322192026,2.742654049024447,4,3,Moderate Energy and Positive,High Energy and Positive
-0.3639862928729914,2.1528397836846764,4,3,Moderate Energy and Positive,High Energy and Positive
0.09284462591352768,0.5167526573596015,2,4,High Energy and Mellow,High Energy and Mellow
0.7330548847024576,0.8524707047424179,1,5,High Energy and Positive,Very High Energy and Positive
-2.0989950349774475,1.6666922296494526,4,1,Moderate Energy and Positive,Low Energy Tracks
0.7000351150566513,0.7133717376012663,1,5,High Energy and Positive,Very High Energy and Positive
-0.5144931522853098,2.072180506167745,4,3,Moderate Energy and Positive,High Energy and Positive
-0.6046088344049294,0.4991538486517715,4,3,Moderate Energy and Positive,High Energy and Positive
-0.2936661032340252,2.2214372684073997,4,3,Moderate Energy and Positive,High Energy and Positive
-1.5579117044127302,2.143686102045777,4,3,Moderate Energy and Positive,High Energy and Positive
-0.2818430673536649,1.15987199918398,4,3,Moderate Energy and Positive,High Energy and Positive
-1.5299522891156911,2.0435725337612847,4,3,Moderate Energy and Positive,High Energy and Positive
-1.8167979210777379,2.1825535738046327,4,3,Moderate Energy and Positive,High Energy and Positive
-1.3230772479264663,1.2321117082812947,2,4,High Energy and Mellow,High Energy and Mellow
-0.8136366318770811,1.0745702143757132,2,4,High Energy and Mellow,High Energy and Mellow
-1.1044482525456174,2.485738075789695,4,3,Moderate Energy and Positive,High Energy and Positive
-1.655542386616024,1.9091283465981401,4,1,Moderate Energy and Positive,Low Energy Tracks
-2.592008787572346,1.4488825895481623,4,1,Moderate Energy and Positive,Low Energy Tracks
-0.2115418208211962,0.4014964733558897,4,3,Moderate Energy and Positive,High Energy and Positive
-1.1524558757147312,1.858806827097574,4,3,Moderate Energy and Positive,High Energy and Positive
1.1951734964799396,0.6750082075351465,1,3,High Energy and Positive,High Energy and Positive
1.4025813397348934,-0.09107552321760229,1,2,High Energy and Positive,Moderate Energy and Mellow
1.8985061170420023,0.8113292435462619,1,3,High Energy and Positive,High Energy and Positive
1.5895729517499015,0.6492156740651217,1,5,High Energy and Positive,Very High Energy and Positive
1.3641483050474907,1.3399142894310934,1,3,High Energy and Positive,High Energy and Positive
0.8873546844860787,1.5948977624305096,1,3,High Energy and Positive,High Energy and Positive
-0.0040802094841201056,0.7653542379434686,4,5,Moderate Energy and Positive,Very High Energy and Positive
0.14685193248201966,2.599631304321645,4,3,Moderate Energy and Positive,High Energy and Positive
-0.670003294118846,0.6322846329000209,2,4,High Energy and Mellow,High Energy and Mellow
1.44222397547721,-0.012099993251918392,2,4,High Energy and Mellow,High Energy and Mellow
1.2080625251776975,0.8006379219905024,2,4,High Energy and Mellow,High Energy and Mellow
-0.4564841970657753,1.0933758309848165,4,3,Moderate Energy and Positive,High Energy and Positive
-0.9246045176449887,0.8308264737701401,4,3,Moderate Energy and Positive,High Energy and Positive
-0.33088182858077725,1.952868407407986,4,3,Moderate Energy and Positive,High Energy and Positive
-1.308403574741074,0.8572176849830235,4,3,Moderate Energy and Positive,High Energy and Positive
-2.8606777261809953,1.521152044572752,0,1,Low Energy Tracks,Low Energy Tracks
-2.066794175804008,1.8049638421639609,4,1,Moderate Energy and Positive,Low Energy Tracks
-0.7669327473693498,1.7752880317500634,4,3,Moderate Energy and Positive,High Energy and Positive
-0.616505732159579,1.2610163378984105,4,3,Moderate Energy and Positive,High Energy and Positive
-1.3066093822444693,0.949777859458142,4,3,Moderate Energy and Positive,High Energy and Positive
-2.62327611809797,-0.9275221121371994,0,1,Low Energy Tracks,Low Energy Tracks
1.145418967094157,1.5825184574086772,1,3,High Energy and Positive,High Energy and Positive
-0.6187692395761091,1.8734443884632526,4,3,Moderate Energy and Positive,High Energy and Positive
-0.2957618564714922,0.33078548114303086,4,3,Moderate Energy and Positive,High Energy and Positive
0.8554413570723834,1.2384986903681117,2,4,High Energy and Mellow,High Energy and Mellow
-1.3898974576400351,1.3592380756317322,4,3,Moderate Energy and Positive,High Energy and Positive
-0.17170739175403807,-0.22774813112146514,1,2,High Energy and Positive,Moderate Energy and Mellow
-0.9620107961234062,0.9821049270773073,4,3,Moderate Energy and Positive,High Energy and Positive
-0.3664060858132448,1.4570048526420134,4,3,Moderate Energy and Positive,High Energy and Positive
-0.45509575026020166,1.9901662014614705,4,3,Moderate Energy and Positive,High Energy and Positive
0.1400397667779847,2.3389225812724552,4,3,Moderate Energy and Positive,High Energy and Positive
-1.0238743503747294,1.6092500483594212,4,3,Moderate Energy and Positive,High Energy and Positive
-1.1857498255874621,1.756134007738134,4,3,Moderate Energy and Positive,High Energy and Positive
-1.1849447470943792,-0.7956244930756793,3,2,Low Energy and Mellow,Moderate Energy and Mellow
0.36429867856221676,3.2882064267675295,4,3,Moderate Energy and Positive,High Energy and Positive
-1.3923025011932486,0.939728989985165,4,3,Moderate Energy and Positive,High Energy and Positive
-0.3993550625749235,-0.092126720241009,1,2,High Energy and Positive,Moderate Energy and Mellow
0.639201259218883,1.7391295055709002,1,3,High Energy and Positive,High Energy and Positive
1.2625299609849578,0.9273625508181664,1,5,High Energy and Positive,Very High Energy and Positive
-1.4739956345793512,1.6053417322422117,4,3,Moderate Energy and Positive,High Energy and Positive
1.0971964121382867,0.925521569837321,1,3,High Energy and Positive,High Energy and Positive
-2.0354773673738484,1.6669301653938793,4,3,Moderate Energy and Positive,High Energy and Positive
-0.4965591632910232,1.492934375631458,4,3,Moderate Energy and Positive,High Energy and Positive
-0.6096393038425503,-0.8625219353934142,3,2,Low Energy and Mellow,Moderate Energy and Mellow
-1.2934385309999725,2.1348835003965947,4,3,Moderate Energy and Positive,High Energy and Positive
-2.3680502108138843,-0.9787429733281163,0,2,Low Energy Tracks,Moderate Energy and Mellow
-3.6698802828647894,0.0018482415066572709,0,1,Low Energy Tracks,Low Energy Tracks
-2.1054452469286438,0.8796676927015812,4,1,Moderate Energy and Positive,Low Energy Tracks
-0.8161182132879508,0.9378699343298978,4,3,Moderate Energy and Positive,High Energy and Positive
-0.17394696453345224,1.8938113591842314,4,3,Moderate Energy and Positive,High Energy and Positive
-0.13952535702474136,1.424087354972994,4,3,Moderate Energy and Positive,High Energy and Positive
-1.6085893494412535,0.7562278235985438,4,3,Moderate Energy and Positive,High Energy and Positive
0.028003319354151793,1.8357650925453202,4,3,Moderate Energy and Positive,High Energy and Positive
-1.1470187934967762,0.32629144826938505,4,3,Moderate Energy and Positive,High Energy and Positive
-1.819157454226356,1.6590295185662953,4,3,Moderate Energy and Positive,High Energy and Positive
-1.0405043382690282,2.8227715428447295,4,3,Moderate Energy and Positive,High Energy and Positive
-2.7423345798589587,1.9590916420094036,4,1,Moderate Energy and Positive,Low Energy Tracks
-0.08587816259680496,0.5116823396113058,2,4,High Energy and Mellow,High Energy and Mellow
-1.102737381939461,-0.9047709935830307,3,2,Low Energy and Mellow,Moderate Energy and Mellow
-1.3569678129520077,1.5783073406964567,4,3,Moderate Energy and Positive,High Energy and Positive
-2.083499551609613,1.511979333423561,4,1,Moderate Energy and Positive,Low Energy Tracks
-1.8808069287092568,0.6019733393683453,4,1,Moderate Energy and Positive,Low Energy Tracks
-1.1227540330104253,0.49105006427892045,4,3,Moderate Energy and Positive,High Energy and Positive
-0.24578679658365576,1.4642841644502755,4,3,Moderate Energy and Positive,High Energy and Positive
-0.6488367673819316,1.2311996820589601,4,3,Moderate Energy and Positive,High Energy and Positive
-1.849429242488916,1.3052197932506782,4,1,Moderate Energy and Positive,Low Energy Tracks
-0.6654210358359506,1.7405157276557817,4,3,Moderate Energy and Positive,High Energy and Positive
0.12472245383445422,2.1294585884427972,4,3,Moderate Energy and Positive,High Energy and Positive
-0.8288914082137725,1.1732303808019664,4,3,Moderate Energy and Positive,High Energy and Positive
-2.3147164669083016,1.6088756880013726,4,1,Moderate Energy and Positive,Low Energy Tracks
-0.8726726592354667,0.8294043017915358,2,4,High Energy and Mellow,High Energy and Mellow
-2.571805319799304,1.2168094374905043,4,1,Moderate Energy and Positive,Low Energy Tracks
-1.461973481064574,1.40461985725401,4,3,Moderate Energy and Positive,High Energy and Positive
-3.431763624296026,0.6093894727044807,0,1,Low Energy Tracks,Low Energy Tracks
-0.34327871954449984,2.0079794462085494,4,3,Moderate Energy and Positive,High Energy and Positive
-1.3571485017283968,1.4886194174947252,4,3,Moderate Energy and Positive,High Energy and Positive
-3.368806655572875,0.15589273163195036,0,1,Low Energy Tracks,Low Energy Tracks
-1.9754159549154493,1.6329142208831429,4,1,Moderate Energy and Positive,Low Energy Tracks
1.4422554557407783,0.20941032197028014,1,3,High Energy and Positive,High Energy and Positive
-1.2443907163202574,1.94915064744403,4,3,Moderate Energy and Positive,High Energy and Positive
-1.1301637699956466,-0.386294461740875,3,2,Low Energy and Mellow,Moderate Energy and Mellow
0.5202610259325261,0.424834565510418,1,3,High Energy and Positive,High Energy and Positive
-0.9109417404155811,0.14854634112530776,4,3,Moderate Energy and Positive,High Energy and Positive
-0.8940427458751666,1.7431715554815241,4,3,Moderate Energy and Positive,High Energy and Positive
-1.5915781145380832,1.138216255906332,4,3,Moderate Energy and Positive,High Energy and Positive
1.2963580749088457,2.381778295942163,1,3,High Energy and Positive,High Energy and Positive
-1.5563891383944628,1.2442562408152853,4,3,Moderate Energy and Positive,High Energy and Positive
1.0013686298730942,1.802786841797353,1,3,High Energy and Positive,High Energy and Positive
-0.531655006689443,1.7064194912378186,4,3,Moderate Energy and Positive,High Energy and Positive
0.2947456596272552,0.3049877690745871,1,3,High Energy and Positive,High Energy and Positive
1.5306939150591334,0.5310640073494334,1,3,High Energy and Positive,High Energy and Positive
-0.8707556724525386,0.6901488731279645,4,3,Moderate Energy and Positive,High Energy and Positive
-0.8915436116865365,0.3833795355855012,4,2,Moderate Energy and Positive,Moderate Energy and Mellow
1.3870270841627819,-0.03284168596320197,1,3,High Energy and Positive,High Energy and Positive
1.3839784180238521,0.8959102550309122,1,3,High Energy and Positive,High Energy and Positive
0.4872489575858347,-2.427709671949221,3,2,Low Energy and Mellow,Moderate Energy and Mellow
-0.575459821902455,1.3255534234995303,4,3,Moderate Energy and Positive,High Energy and Positive
1.5473492470060244,0.1851375523199485,1,3,High Energy and Positive,High Energy and Positive
0.44321133360757625,0.9330246218600765,1,3,High Energy and Positive,High Energy and Positive
1.1803527676113252,1.32518011947196,1,3,High Energy and Positive,High Energy and Positive
0.5241424129595996,0.25813262827380823,1,3,High Energy and Positive,High Energy and Positive
0.9486763147550089,-0.7611502902681894,3,3,Low Energy and Mellow,High Energy and Positive
0.4347469210327471,0.37005190090427775,1,3,High Energy and Positive,High Energy and Positive
0.3418841960895929,0.13597974561107204,1,3,High Energy and Positive,High Energy and Positive
1.839615226793379,0.12486575660480358,1,3,High Energy and Positive,High Energy and Positive
-0.6920281366704245,-0.9328004060223162,3,2,Low Energy and Mellow,Moderate Energy and Mellow
-0.047624681688618484,1.4567117166152461,4,3,Moderate Energy and Positive,High Energy and Positive
2.1616587576781856,-1.009184892180182,2,3,High Energy and Mellow,High Energy and Positive
1.8579339700987325,-0.13417108183090912,1,3,High Energy and Positive,High Energy and Positive
0.5404479547825264,0.5726691891373531,1,3,High Energy and Positive,High Energy and Positive
1.837979724301567,0.406614492409349,1,3,High Energy and Positive,High Energy and Positive
0.6223554292570274,0.2596027263782927,1,3,High Energy and Positive,High Energy and Positive
1.2834761310965679,-1.122319559715294,3,2,Low Energy and Mellow,Moderate Energy and Mellow
0.6714371859494631,0.1730137143713504,1,3,High Energy and Positive,High Energy and Positive
0.4716628593694445,1.530863239873927,1,3,High Energy and Positive,High Energy and Positive
1.65527227906083,0.00796215606037998,2,3,High Energy and Mellow,High Energy and Positive
0.4077265796550619,0.8194909100136863,1,3,High Energy and Positive,High Energy and Positive
-1.2423467002468753,0.4476190572035087,4,3,Moderate Energy and Positive,High Energy and Positive
0.96960082762985,-0.19752250906415253,1,3,High Energy and Positive,High Energy and Positive
1.0963376010510517,-0.6835278910118235,3,2,Low Energy and Mellow,Moderate Energy and Mellow
-0.330148577053795,2.372008338949581,4,3,Moderate Energy and Positive,High Energy and Positive
1.6626424129703796,0.6426091674827633,1,3,High Energy and Positive,High Energy and Positive
2.1504224166484573,0.7262112117074343,1,3,High Energy and Positive,High Energy and Positive
0.8878674914805645,1.4217892252586415,1,3,High Energy and Positive,High Energy and Positive
-0.4893733591277585,-0.46826387741536374,3,2,Low Energy and Mellow,Moderate Energy and Mellow
0.988319354309439,0.5711188472672311,1,3,High Energy and Positive,High Energy and Positive
0.5808638635571711,0.959395081168899,2,3,High Energy and Mellow,High Energy and Positive
-0.48032751035648574,-0.4363424638571424,3,2,Low Energy and Mellow,Moderate Energy and Mellow
1.578739724483822,0.5442500291289706,1,3,High Energy and Positive,High Energy and Positive
0.8461044920447848,-0.633921384937966,1,3,High Energy and Positive,High Energy and Positive
0.3884171824314447,-1.1583494820291311,3,2,Low Energy and Mellow,Moderate Energy and Mellow
1.0670400989331623,-0.896834046860825,3,3,Low Energy and Mellow,High Energy and Positive
1.8250863949784744,0.16486030952720293,1,3,High Energy and Positive,High Energy and Positive
1.2921621877782554,-2.5178061773693576,3,2,Low Energy and Mellow,Moderate Energy and Mellow
1.2350470465077252,0.04756499611324196,1,3,High Energy and Positive,High Energy and Positive
0.8514713292949945,-0.592105801130014,2,2,High Energy and Mellow,Moderate Energy and Mellow
1.3296831149171986,2.0939786241152847,1,3,High Energy and Positive,High Energy and Positive
0.5150188052677123,-0.2511192047480196,1,2,High Energy and Positive,Moderate Energy and Mellow
1.174122654461025,0.19257280036316077,1,2,High Energy and Positive,Moderate Energy and Mellow
-0.6940737229648026,1.459339003438809,4,3,Moderate Energy and Positive,High Energy and Positive
0.8248930430746629,1.5509618762068424,1,3,High Energy and Positive,High Energy and Positive
1.694385850449631,-0.4000388037695786,1,3,High Energy and Positive,High Energy and Positive
-0.8472159358838495,1.0581554545891492,4,3,Moderate Energy and Positive,High Energy and Positive
1.0341368274624048,0.2908536002065445,1,3,High Energy and Positive,High Energy and Positive
-0.2640050010639042,2.2393811513936774,4,3,Moderate Energy and Positive,High Energy and Positive
1.1083282765025155,1.6713730755229914,1,3,High Energy and Positive,High Energy and Positive
1.2412412966716029,-0.5066155923494868,1,3,High Energy and Positive,High Energy and Positive
-1.7029755534515698,1.9107395495943627,4,3,Moderate Energy and Positive,High Energy and Positive
-1.1111271524188668,-0.602130584206045,4,1,Moderate Energy and Positive,Low Energy Tracks
-0.28752400359573715,2.1445129558759093,4,3,Moderate Energy and Positive,High Energy and Positive
-1.215704065622479,-0.22698472477590076,4,2,Moderate Energy and Positive,Moderate Energy and Mellow
0.23569498241204062,-0.23785202982601164,3,3,Low Energy and Mellow,High Energy and Positive
1.7571704054280244,0.7134981447392615,1,3,High Energy and Positive,High Energy and Positive
1.6144614230549166,0.11424397503546402,1,3,High Energy and Positive,High Energy and Positive
0.38455471327026086,0.047395222121799266,1,2,High Energy and Positive,Moderate Energy and Mellow
0.06704872302766074,0.40395646515060163,1,3,High Energy and Positive,High Energy and Positive
0.9638869163534249,-1.0064846428023724,3,2,Low Energy and Mellow,Moderate Energy and Mellow
-0.2591042912594366,0.8411536594190665,4,3,Moderate Energy and Positive,High Energy and Positive
